name,canonicalTranscript_graph_id,chromosome,entrezId,jaxId,description_graph_id,synonyms_graph_id,graph_id
KLHL6,es_20200604084213261529,3,89857,89857,es_20200422165925577724,esl_20200604084213261529,jax_gene_89857
PALB2,es_20200604084213261552,16,79728,79728,es_20200422165945541790,esl_20200604084213261552,jax_gene_79728
POLD1,es_20200604084213261577,19,5424,5424,es_20200422165931690397,esl_20200604084213261577,jax_gene_5424
CDK6,es_20200604084213261603,7,1021,1021,es_20200422170025807696,esl_20200604084213261603,jax_gene_1021
LZTR1,es_20200604084213261628,22,8216,8216,es_20200422175941813239,esl_20200604084213261628,jax_gene_8216
SETBP1,es_20200604084213261656,18,26040,26040,es_20200422165928036262,esl_20200604084213261656,jax_gene_26040
NAB2,es_20200604084213261681,12,4665,4665,es_20200422165933596526,esl_20200604084213261681,jax_gene_4665
CD37,es_20200604084213261705,19,951,951,es_20200422165930357449,esl_20200604084213261705,jax_gene_951
E2F3,es_20200604084213261730,6,1871,1871,es_20200422165937996080,esl_20200604084213261730,jax_gene_1871
ZNF384,es_20200604084213261754,12,171017,171017,es_20200422165942357258,esl_20200604084213261754,jax_gene_171017
BCAM,es_20200604084213261785,19,4059,4059,es_20200422165940855163,esl_20200604084213261785,jax_gene_4059
CDK14,es_20200604084213261811,7,5218,5218,es_20200422175948344506,esl_20200604084213261811,jax_gene_5218
HMCN1,es_20200604084213261836,1,83872,83872,es_20200422165947381607,esl_20200604084213261836,jax_gene_83872
JMJD1C,es_20200604084213261863,10,221037,221037,es_20200422165949093363,esl_20200604084213261863,jax_gene_221037
RBM10,es_20200604084213261889,X,8241,8241,es_20200422165951484096,esl_20200604084213261889,jax_gene_8241
TTK,es_20200604084213261918,6,7272,7272,es_20200422165957764353,esl_20200604084213261918,jax_gene_7272
ERBB4,es_20200604084213261947,2,2066,2066,es_20200422175957741402,esl_20200604084213261947,jax_gene_2066
ABCA10,es_20200604084213261973,17,10349,10349,es_20200422170004786931,esl_20200604084213261973,jax_gene_10349
SOX17,es_20200604084213261997,8,64321,64321,es_20200422165954070778,esl_20200604084213261997,jax_gene_64321
RYBP,es_20200604084213262021,3,23429,23429,es_20200422165959799214,esl_20200604084213262021,jax_gene_23429
GAB2,es_20200604084213262048,11,9846,9846,es_20200422165955463289,esl_20200604084213262048,jax_gene_9846
RPS6KB2,es_20200604084213262071,11,6199,6199,es_20200422170002884605,esl_20200604084213262071,jax_gene_6199
PRDM1,es_20200604084213262108,6,639,639,es_20200422170006202716,esl_20200604084213262108,jax_gene_639
OPTN,es_20200604084213262132,10,10133,10133,es_20200422170009354813,esl_20200604084213262132,jax_gene_10133
PPP2R2A,es_20200604084213262165,8,5520,5520,es_20200422170014448555,esl_20200604084213262165,jax_gene_5520
CLIP1,es_20200604084213262193,12,6249,6249,es_20200422170008451797,esl_20200604084213262193,jax_gene_6249
MAP2K7,es_20200604084213262221,19,5609,5609,es_20200422170015854011,esl_20200604084213262221,jax_gene_5609
PDPK1,es_20200604084213262269,16,5170,5170,es_20200422170010796735,esl_20200604084213262269,jax_gene_5170
AXIN1,es_20200604084213262310,16,8312,8312,es_20200422170011761184,esl_20200604084213262310,jax_gene_8312
TBX3,es_20200604084213262336,12,6926,6926,es_20200422175953634860,esl_20200604084213262336,jax_gene_6926
AEBP2,es_20200604084213262363,12,121536,121536,es_20200422170029104312,esl_20200604084213262363,jax_gene_121536
CDK16,es_20200604084213262386,X,5127,5127,es_20200422170026794420,esl_20200604084213262386,jax_gene_5127
GSK3B,es_20200604084213262413,3,2932,2932,es_20200422170034473156,esl_20200604084213262413,jax_gene_2932
USH2A,es_20200604084213262435,1,7399,7399,es_20200422175959700197,esl_20200604084213262435,jax_gene_7399
TRPV6,es_20200604084213262476,7,55503,55503,es_20200422170048267893,esl_20200604084213262476,jax_gene_55503
ARID2,es_20200604084213262510,12,196528,196528,es_20200422170020753701,esl_20200604084213262510,jax_gene_196528
TP73,es_20200604084213262536,1,7161,7161,es_20200422180006562271,esl_20200604084213262536,jax_gene_7161
IDO1,es_20200604084213262560,8,3620,3620,es_20200422170032541950,esl_20200604084213262560,jax_gene_3620
AICDA,es_20200604084213262586,12,57379,57379,es_20200422180003637011,esl_20200604084213262586,jax_gene_57379
STRN3,es_20200604084213262614,14,29966,29966,es_20200422180001487416,esl_20200604084213262614,jax_gene_29966
BCAN,es_20200604084213262640,1,63827,63827,es_20200422170047237961,esl_20200604084213262640,jax_gene_63827
IFIT3,es_20200604084213262666,10,3437,3437,es_20200422180008353924,esl_20200604084213262666,jax_gene_3437
CCND3,es_20200604084213262698,6,896,896,es_20200422170052514986,esl_20200604084213262698,jax_gene_896
YWHAE,es_20200604084213262721,17,7531,7531,es_20200422170040692275,esl_20200604084213262721,jax_gene_7531
TSC1,es_20200604084213262749,9,7248,7248,es_20200422170057396422,esl_20200604084213262749,jax_gene_7248
ACVR1B,es_20200604084213262779,12,91,91,es_20200422170053920941,esl_20200604084213262779,jax_gene_91
CDC42BPB,es_20200604084213262806,14,9578,9578,es_20200422170102615886,esl_20200604084213262806,jax_gene_9578
SLC12A7,es_20200604084213262830,5,10723,10723,es_20200422170059488038,esl_20200604084213262830,jax_gene_10723
RHEB,es_20200604084213262854,7,6009,6009,es_20200422170100875014,esl_20200604084213262854,jax_gene_6009
SARAF,es_20200604084213262878,8,51669,51669,es_20200422170055978235,esl_20200604084213262878,jax_gene_51669
FH,es_20200604084213262905,1,2271,2271,es_20200422180010333218,esl_20200604084213262905,jax_gene_2271
ABR,es_20200604084213262934,17,29,29,es_20200422170114601039,esl_20200604084213262934,jax_gene_29
SOX9,es_20200604084213262958,17,6662,6662,es_20200422170111693673,esl_20200604084213262958,jax_gene_6662
AFF2,es_20200604084213262986,X,2334,2334,es_20200422170104148273,esl_20200604084213262986,jax_gene_2334
AFF3,es_20200604084213263014,2,3899,3899,es_20200422170107361853,esl_20200604084213263014,jax_gene_3899
TTC5,es_20200604084213263040,14,91875,91875,es_20200422180012735277,esl_20200604084213263040,jax_gene_91875
VEGFB,es_20200604084213263064,11,7423,7423,es_20200422170109439661,esl_20200604084213263064,jax_gene_7423
TRAF7,es_20200604084213263089,16,84231,84231,es_20200422180014641744,esl_20200604084213263089,jax_gene_84231
CDK11B,es_20200604084213263116,1,984,984,es_20200422170105004674,esl_20200604084213263116,jax_gene_984
PAK1,es_20200604084213263151,11,5058,5058,es_20200422180018706263,esl_20200604084213263151,jax_gene_5058
COL1A1,es_20200604084213263179,17,1277,1277,es_20200422170131128123,esl_20200604084213263179,jax_gene_1277
NUDT3,es_20200604084213263209,6,11165,11165,es_20200422170116505791,esl_20200604084213263209,jax_gene_11165
APOBEC3F,es_20200604084213263272,22,200316,200316,es_20200422170134757154,esl_20200604084213263272,jax_gene_200316
CLU,es_20200604084213263304,8,1191,1191,es_20200422180022057787,esl_20200604084213263304,jax_gene_1191
RALGAPA1,es_20200604084213263342,14,253959,253959,es_20200422170124173347,esl_20200604084213263342,jax_gene_253959
CRTC3,es_20200604084213263370,15,64784,64784,es_20200422170244331613,esl_20200604084213263370,jax_gene_64784
HIKESHI,es_20200604084213263396,11,51501,51501,es_20200422170120624976,esl_20200604084213263396,jax_gene_51501
AGTRAP,es_20200604084213263426,1,57085,57085,es_20200422170119737886,esl_20200604084213263426,jax_gene_57085
PML,es_20200604084213263452,15,5371,5371,es_20200422170123560067,esl_20200604084213263452,jax_gene_5371
ZMIZ1,es_20200604084213263480,10,57178,57178,es_20200422180019929425,esl_20200604084213263480,jax_gene_57178
PAK4,es_20200604084213263522,19,10298,10298,es_20200422170126981839,esl_20200604084213263522,jax_gene_10298
ARID5B,es_20200604084213263548,10,84159,84159,es_20200422170132074007,esl_20200604084213263548,jax_gene_84159
NR3C1,es_20200604084213263574,5,2908,2908,es_20200422170125193144,esl_20200604084213263574,jax_gene_2908
GAB1,es_20200604084213263602,4,2549,2549,es_20200422170137422926,esl_20200604084213263602,jax_gene_2549
ETV5,es_20200604084213263626,3,2119,2119,es_20200422170139412457,esl_20200604084213263626,jax_gene_2119
STAG2,es_20200604084213263649,X,10735,10735,es_20200422170140795661,esl_20200604084213263649,jax_gene_10735
PRSS1,es_20200604084213263679,7,5644,5644,es_20200422170147984564,esl_20200604084213263679,jax_gene_5644
DICER1,es_20200604084213263706,14,23405,23405,es_20200422170143764470,esl_20200604084213263706,jax_gene_23405
DDR2,es_20200604084213263737,1,4921,4921,es_20200422170145137058,esl_20200604084213263737,jax_gene_4921
PRKCG,es_20200604084213263765,19,5582,5582,es_20200422170158367771,esl_20200604084213263765,jax_gene_5582
ABCC4,es_20200604084213263795,13,10257,10257,es_20200422170149565424,esl_20200604084213263795,jax_gene_10257
NUP93,es_20200604084213263821,16,9688,9688,es_20200422170148610657,esl_20200604084213263821,jax_gene_9688
H1-2,es_20200604084213263845,6,3006,3006,es_20200422170152263975,esl_20200604084213263845,jax_gene_3006
PTP4A1,es_20200604084213263873,6,7803,7803,es_20200422170207032855,esl_20200604084213263873,jax_gene_7803
ID1,es_20200604084213263900,20,3397,3397,es_20200422170209576842,esl_20200604084213263900,jax_gene_3397
SOS1,es_20200604084213263925,2,6654,6654,es_20200422170153226577,esl_20200604084213263925,jax_gene_6654
TRIB2,es_20200604084213263954,2,28951,28951,es_20200422180025221996,esl_20200604084213263954,jax_gene_28951
NUP214,es_20200604084213263980,9,8021,8021,es_20200422170211628562,esl_20200604084213263980,jax_gene_8021
FGF2,es_20200604084213264005,4,2247,2247,es_20200422170159787009,esl_20200604084213264005,jax_gene_2247
SPTBN1,es_20200604084213264032,2,6711,6711,es_20200422170204202861,esl_20200604084213264032,jax_gene_6711
HAVCR1,es_20200604084213264059,5,26762,26762,es_20200422170214872779,esl_20200604084213264059,jax_gene_26762
MALT1,es_20200604084213264092,18,10892,10892,es_20200422170202808629,esl_20200604084213264092,jax_gene_10892
ABCB1,es_20200604084213264119,7,5243,5243,es_20200422170212660895,esl_20200604084213264119,jax_gene_5243
NEK10,es_20200604084213264167,3,152110,152110,es_20200422170223902552,esl_20200604084213264167,jax_gene_152110
EYA2,es_20200604084213264190,20,2139,2139,es_20200422170216312946,esl_20200604084213264190,jax_gene_2139
KLK2,es_20200604084213264214,19,3817,3817,es_20200422170231928543,esl_20200604084213264214,jax_gene_3817
GTF2I,es_20200604084213264240,7,2969,2969,es_20200422170237739516,esl_20200604084213264240,jax_gene_2969
TERC,es_20200604084213264272,3,7012,7012,es_20200422170220236131,esl_20200604084213264272,jax_gene_7012
TP53,es_20200604084213264301,17,7157,7157,es_20200422180027443490,esl_20200604084213264301,jax_gene_7157
ZBTB2,es_20200604084213264329,6,57621,57621,es_20200422170218405143,esl_20200604084213264329,jax_gene_57621
TACC2,es_20200604084213264353,10,10579,10579,es_20200422170224844078,esl_20200604084213264353,jax_gene_10579
CREB3L1,es_20200604084213264379,11,90993,90993,es_20200422170226531399,esl_20200604084213264379,jax_gene_90993
MAP2K2,es_20200604084213264418,19,5605,5605,es_20200422170235367178,esl_20200604084213264418,jax_gene_5605
SMARCA5,es_20200604084213264448,4,8467,8467,es_20200422170232959153,esl_20200604084213264448,jax_gene_8467
DYRK1B,es_20200604084213264476,19,9149,9149,es_20200422170227129423,esl_20200604084213264476,jax_gene_9149
FGF6,es_20200604084213264500,12,2251,2251,es_20200422170259292860,esl_20200604084213264500,jax_gene_2251
PIK3R2,es_20200604084213264525,19,5296,5296,es_20200422170307962160,esl_20200604084213264525,jax_gene_5296
GAS7,es_20200604084213264552,17,8522,8522,es_20200422170239183907,esl_20200604084213264552,jax_gene_8522
RAD51B,es_20200604084213264575,14,5890,5890,es_20200422180030779308,esl_20200604084213264575,jax_gene_5890
TEAD4,es_20200604084213264615,12,7004,7004,es_20200422180033594293,esl_20200604084213264615,jax_gene_7004
IDH1,es_20200604084213264646,2,3417,3417,es_20200422170241946883,esl_20200604084213264646,jax_gene_3417
KMT2A,es_20200604084213264675,11,4297,4297,es_20200422170247645247,esl_20200604084213264675,jax_gene_4297
MAPK1,es_20200604084213264708,22,5594,5594,es_20200422170257750936,esl_20200604084213264708,jax_gene_5594
ASH1L,es_20200604084213264744,1,55870,55870,es_20200422170242761555,esl_20200604084213264744,jax_gene_55870
SORBS1,es_20200604084213264771,10,10580,10580,es_20200422170246684750,esl_20200604084213264771,jax_gene_10580
HDAC9,es_20200604084213264800,7,9734,9734,es_20200422170255650931,esl_20200604084213264800,jax_gene_9734
PRSS8,es_20200604084213264834,16,5652,5652,es_20200422170248606267,esl_20200604084213264834,jax_gene_5652
PLK1,es_20200604084213264859,16,5347,5347,es_20200422170251507658,esl_20200604084213264859,jax_gene_5347
FANCE,es_20200604084213264884,6,2178,2178,es_20200422170253796581,esl_20200604084213264884,jax_gene_2178
MKRN1,es_20200604084213264908,7,23608,23608,es_20200422170304206624,esl_20200604084213264908,jax_gene_23608
MAGI3,es_20200604084213264932,1,260425,260425,es_20200422180035549539,esl_20200604084213264932,jax_gene_260425
KDM6A,es_20200604084213264958,X,7403,7403,es_20200422170259826893,esl_20200604084213264958,jax_gene_7403
TYRO3,es_20200604084213264983,15,7301,7301,es_20200422180036871327,esl_20200604084213264983,jax_gene_7301
PAX7,es_20200604084213265013,1,5081,5081,es_20200422170306499616,esl_20200604084213265013,jax_gene_5081
ACTG2,es_20200604084213265040,2,72,72,es_20200422170313148183,esl_20200604084213265040,jax_gene_72
MDK,es_20200604084213265069,11,4192,4192,es_20200422170310856956,esl_20200604084213265069,jax_gene_4192
EPHA8,es_20200604084213265095,1,2046,2046,es_20200422170315496000,esl_20200604084213265095,jax_gene_2046
CHGA,es_20200604084213265120,14,1113,1113,es_20200422170317430178,esl_20200604084213265120,jax_gene_1113
TTC28,es_20200604084213265144,22,23331,23331,es_20200422180038749411,esl_20200604084213265144,jax_gene_23331
NRG1,es_20200604084213265168,8,3084,3084,es_20200422170316504220,esl_20200604084213265168,jax_gene_3084
CD19,es_20200604084213265203,16,930,930,es_20200422170321526953,esl_20200604084213265203,jax_gene_930
RSPO4,es_20200604084213265228,20,343637,343637,es_20200422170329517330,esl_20200604084213265228,jax_gene_343637
ABL1,es_20200604084213265253,9,25,25,es_20200422170331218632,esl_20200604084213265253,jax_gene_25
PPP1CB,es_20200604084213265285,2,5500,5500,es_20200422170318490755,esl_20200604084213265285,jax_gene_5500
RPA1,es_20200604084213265317,17,6117,6117,es_20200422170326832319,esl_20200604084213265317,jax_gene_6117
MUTYH,es_20200604084213265346,1,4595,4595,es_20200422170335998015,esl_20200604084213265346,jax_gene_4595
ZFHX3,es_20200604084213265370,16,463,463,es_20200422170324625186,esl_20200604084213265370,jax_gene_463
NUFIP2,es_20200604084213265397,17,57532,57532,es_20200422170323681581,esl_20200604084213265397,jax_gene_57532
AKT2,es_20200604084213265425,19,208,208,es_20200422170333179859,esl_20200604084213265425,jax_gene_208
SCGB1A1,es_20200604084213265453,11,7356,7356,es_20200422170328157504,esl_20200604084213265453,jax_gene_7356
SETD7,es_20200604084213265483,4,80854,80854,es_20200422170338819615,esl_20200604084213265483,jax_gene_80854
GRIN2B,es_20200604084213265510,12,2904,2904,es_20200422170350394389,esl_20200604084213265510,jax_gene_2904
PAXIP1,es_20200604084213265540,7,22976,22976,es_20200422170436900655,esl_20200604084213265540,jax_gene_22976
CBLC,es_20200604084213265570,19,23624,23624,es_20200422170346502570,esl_20200604084213265570,jax_gene_23624
BACH1,es_20200604084213265596,21,571,571,es_20200422170342240174,esl_20200604084213265596,jax_gene_571
IFIT1B,es_20200604084213265621,10,439996,439996,es_20200422170344511745,esl_20200604084213265621,jax_gene_439996
PAPSS1,es_20200604084213265646,4,9061,9061,es_20200422170345515922,esl_20200604084213265646,jax_gene_9061
PIP4K2C,es_20200604084213265672,12,79837,79837,es_20200422170400344491,esl_20200604084213265672,jax_gene_79837
CDH3,es_20200604084213265711,16,1001,1001,es_20200422170343195540,esl_20200604084213265711,jax_gene_1001
KTN1,es_20200604084213265740,14,3895,3895,es_20200422170348369398,esl_20200604084213265740,jax_gene_3895
DYNC1I2,es_20200604084213265766,2,1781,1781,es_20200422170349845177,esl_20200604084213265766,jax_gene_1781
PCNA,es_20200604084213265793,20,5111,5111,es_20200422170358761022,esl_20200604084213265793,jax_gene_5111
CD8B,es_20200604084213265817,2,926,926,es_20200422170423843461,esl_20200604084213265817,jax_gene_926
B2M,es_20200604084213265844,15,567,567,es_20200422170357330172,esl_20200604084213265844,jax_gene_567
ETV1,es_20200604084213265867,7,2115,2115,es_20200422170405375160,esl_20200604084213265867,jax_gene_2115
SDC1,es_20200604084213265891,2,6382,6382,es_20200422180040491437,esl_20200604084213265891,jax_gene_6382
CDK2,es_20200604084213265933,12,1017,1017,es_20200422170404241094,esl_20200604084213265933,jax_gene_1017
MYRIP,es_20200604084213265959,3,25924,25924,es_20200422170411740001,esl_20200604084213265959,jax_gene_25924
TAF15,es_20200604084213265984,17,8148,8148,es_20200422170407624155,esl_20200604084213265984,jax_gene_8148
UBR5,es_20200604084213266012,8,51366,51366,es_20200422170409756326,esl_20200604084213266012,jax_gene_51366
DPYD,es_20200604084213266039,1,1806,1806,es_20200422170412623142,esl_20200604084213266039,jax_gene_1806
EPHB4,es_20200604084213266065,7,2050,2050,es_20200422170410319358,esl_20200604084213266065,jax_gene_2050
POLI,es_20200604084213266094,18,11201,11201,es_20200422170414513497,esl_20200604084213266094,jax_gene_11201
MAP3K14,es_20200604084213266120,17,9020,9020,es_20200422170419373707,esl_20200604084213266120,jax_gene_9020
CBFA2T3,es_20200604084213266147,16,863,863,es_20200422170417149433,esl_20200604084213266147,jax_gene_863
HIP1,es_20200604084213266174,7,3092,3092,es_20200422170418879763,esl_20200604084213266174,jax_gene_3092
PRDM14,es_20200604084213266202,8,63978,63978,es_20200422170420817051,esl_20200604084213266202,jax_gene_63978
AGO1,es_20200604084213266226,1,26523,26523,es_20200422170426814585,esl_20200604084213266226,jax_gene_26523
PJA2,es_20200604084213266254,5,9867,9867,es_20200422170430952739,esl_20200604084213266254,jax_gene_9867
RUNX1T1,es_20200604084213266279,8,862,862,es_20200422170429508030,esl_20200604084213266279,jax_gene_862
CHEK2,es_20200604084213266322,22,11200,11200,es_20200422170427415835,esl_20200604084213266322,jax_gene_11200
IL6,es_20200604084213266354,7,3569,3569,es_20200422170432982500,esl_20200604084213266354,jax_gene_3569
SYN2,es_20200604084213266385,3,6854,6854,es_20200422170444097254,esl_20200604084213266385,jax_gene_6854
IL10,es_20200604084213266409,1,3586,3586,es_20200422170433646577,esl_20200604084213266409,jax_gene_3586
MYCN,es_20200604084213266437,2,4613,4613,es_20200422170434629833,esl_20200604084213266437,jax_gene_4613
NPM1,es_20200604084213266464,5,4869,4869,es_20200422170445676130,esl_20200604084213266464,jax_gene_4869
MAML2,es_20200604084213266489,11,84441,84441,es_20200422180042872882,esl_20200604084213266489,jax_gene_84441
DCUN1D1,es_20200604084213266516,3,54165,54165,es_20200422170449069748,esl_20200604084213266516,jax_gene_54165
EPHB6,es_20200604084213266546,7,2051,2051,es_20200422170451374583,esl_20200604084213266546,jax_gene_2051
TSHR,es_20200604084213266570,14,7253,7253,es_20200422180047901067,esl_20200604084213266570,jax_gene_7253
UBC,es_20200604084213266596,12,7316,7316,es_20200422180045438103,esl_20200604084213266596,jax_gene_7316
CREBBP,es_20200604084213266619,16,1387,1387,es_20200422170453317539,esl_20200604084213266619,jax_gene_1387
CCNB2,es_20200604084213266648,15,9133,9133,es_20200422170457115577,esl_20200604084213266648,jax_gene_9133
CIRBP,es_20200604084213266671,19,1153,1153,es_20200422180050066646,esl_20200604084213266671,jax_gene_1153
HNRNPA2B1,es_20200604084213266704,7,3181,3181,es_20200422170507839941,esl_20200604084213266704,jax_gene_3181
SEC31A,es_20200604084213266738,4,22872,22872,es_20200422170517170837,esl_20200604084213266738,jax_gene_22872
MYO5A,es_20200604084213266768,15,4644,4644,es_20200422170505553541,esl_20200604084213266768,jax_gene_4644
CD70,es_20200604084213266794,19,970,970,es_20200422170504062369,esl_20200604084213266794,jax_gene_970
THRB,es_20200604084213266824,3,7068,7068,es_20200422170501609757,esl_20200604084213266824,jax_gene_7068
HACL1,es_20200604084213266856,3,26061,26061,es_20200422170503157938,esl_20200604084213266856,jax_gene_26061
MAP3K1,es_20200604084213266897,5,4214,4214,es_20200422170510173474,esl_20200604084213266897,jax_gene_4214
TNFRSF12A,es_20200604084213266926,16,51330,51330,es_20200422170512035468,esl_20200604084213266926,jax_gene_51330
PDE10A,es_20200604084213266952,6,10846,10846,es_20200422170522085801,esl_20200604084213266952,jax_gene_10846
MSI,es_20200604084213266981,None,None,999999992,es_20200422170526613201,esl_20200604084213266981,jax_gene_999999992
LYPD3,es_20200604084213267006,19,27076,27076,es_20200422180101523363,esl_20200604084213267006,jax_gene_27076
SEPTIN7,es_20200604084213267030,7,989,989,es_20200422180052070480,esl_20200604084213267030,jax_gene_989
TLE4,es_20200604084213267059,9,7091,7091,es_20200422170514855351,esl_20200604084213267059,jax_gene_7091
CDH2,es_20200604084213267090,18,1000,1000,es_20200422170519858205,esl_20200604084213267090,jax_gene_1000
TP63,es_20200604084213267117,3,8626,8626,es_20200422170529974055,esl_20200604084213267117,jax_gene_8626
AKT3,es_20200604084213267159,1,10000,10000,es_20200422170518693949,esl_20200604084213267159,jax_gene_10000
CTLA4,es_20200604084213267191,2,1493,1493,es_20200422170542662030,esl_20200604084213267191,jax_gene_1493
THADA,es_20200604084213267222,2,63892,63892,es_20200422170520971261,esl_20200604084213267222,jax_gene_63892
MDM2,es_20200604084213267247,12,4193,4193,es_20200422180059171424,esl_20200604084213267247,jax_gene_4193
CDK10,es_20200604084213267274,16,8558,8558,es_20200422170523720325,esl_20200604084213267274,jax_gene_8558
GRM3,es_20200604084213267299,7,2913,2913,es_20200422180057020857,esl_20200604084213267299,jax_gene_2913
ABRAXAS1,es_20200604084213267326,4,84142,84142,es_20200422170528200207,esl_20200604084213267326,jax_gene_84142
MS4A1,es_20200604084213267352,11,931,931,es_20200422170530869425,esl_20200604084213267352,jax_gene_931
HOXA10,es_20200604084213267382,7,3206,3206,es_20200422170535620919,esl_20200604084213267382,jax_gene_3206
ZMYM2,es_20200604084213267409,13,7750,7750,es_20200422170531990549,esl_20200604084213267409,jax_gene_7750
EPHB1,es_20200604084213267437,3,2047,2047,es_20200422170539235023,esl_20200604084213267437,jax_gene_2047
MST1R,es_20200604084213267463,3,4486,4486,es_20200422170533956435,esl_20200604084213267463,jax_gene_4486
FGF5,es_20200604084213267492,4,2250,2250,es_20200422170540349477,esl_20200604084213267492,jax_gene_2250
MAPK3,es_20200604084213267518,16,5595,5595,es_20200422170541663436,esl_20200604084213267518,jax_gene_5595
MLANA,es_20200604084213267567,9,2315,2315,es_20200422170545452318,esl_20200604084213267567,jax_gene_2315
BRCA2,es_20200604084213267593,13,675,675,es_20200422170547722378,esl_20200604084213267593,jax_gene_675
SUV39H1,es_20200604084213267626,X,6839,6839,es_20200422170554388350,esl_20200604084213267626,jax_gene_6839
ZNF700,es_20200604084213267653,19,90592,90592,es_20200422170557740941,esl_20200604084213267653,jax_gene_90592
CSMD3,es_20200604084213267676,8,114788,114788,es_20200422170604014480,esl_20200604084213267676,jax_gene_114788
USP38,es_20200604084213267699,4,84640,84640,es_20200422170551891534,esl_20200604084213267699,jax_gene_84640
ELF1,es_20200604084213267723,13,1997,1997,es_20200422170601038251,esl_20200604084213267723,jax_gene_1997
ROPN1,es_20200604084213267748,3,54763,54763,es_20200422170558639249,esl_20200604084213267748,jax_gene_54763
NR0B2,es_20200604084213267777,1,8431,8431,es_20200422170553162683,esl_20200604084213267777,jax_gene_8431
MYH11,es_20200604084213267802,16,4629,4629,es_20200422170555930675,esl_20200604084213267802,jax_gene_4629
GPR161,es_20200604084213267829,1,23432,23432,es_20200422180103356371,esl_20200604084213267829,jax_gene_23432
SSTR1,es_20200604084213267853,14,6751,6751,es_20200422170605738016,esl_20200604084213267853,jax_gene_6751
NTRK3,es_20200604084213267880,15,4916,4916,es_20200422170612894404,esl_20200604084213267880,jax_gene_4916
PPARG,es_20200604084213267917,3,5468,5468,es_20200422170600107219,esl_20200604084213267917,jax_gene_5468
ID4,es_20200604084213267949,6,3400,3400,es_20200422170627255406,esl_20200604084213267949,jax_gene_3400
PATZ1,es_20200604084213267974,22,23598,23598,es_20200422170607144216,esl_20200604084213267974,jax_gene_23598
CIT,es_20200604084213268005,12,11113,11113,es_20200422170608709233,esl_20200604084213268005,jax_gene_11113
NOTCH2,es_20200604084213268032,1,4853,4853,es_20200422170624798647,esl_20200604084213268032,jax_gene_4853
VEGFA,es_20200604084213268057,6,7422,7422,es_20200422180126820604,esl_20200604084213268057,jax_gene_7422
TSC2,es_20200604084213268083,16,7249,7249,es_20200422170754839885,esl_20200604084213268083,jax_gene_7249
MAP2K1,es_20200604084213268109,15,5604,5604,es_20200422170610511582,esl_20200604084213268109,jax_gene_5604
SHOC2,es_20200604084213268137,10,8036,8036,es_20200422170620889940,esl_20200604084213268137,jax_gene_8036
RPS6,es_20200604084213268163,9,6194,6194,es_20200422170633477486,esl_20200604084213268163,jax_gene_6194
SNCAIP,es_20200604084213268187,5,9627,9627,es_20200422170622868461,esl_20200604084213268187,jax_gene_9627
SHQ1,es_20200604084213268212,3,55164,55164,es_20200422180107983310,esl_20200604084213268212,jax_gene_55164
SMARCD1,es_20200604084213268250,12,6602,6602,es_20200422170625371298,esl_20200604084213268250,jax_gene_6602
PAX5,es_20200604084213268278,9,5079,5079,es_20200422180110542808,esl_20200604084213268278,jax_gene_5079
KANK1,es_20200604084213268304,9,23189,23189,es_20200422170648374581,esl_20200604084213268304,jax_gene_23189
SERPINB3,es_20200604084213268330,18,6317,6317,es_20200422170632036529,esl_20200604084213268330,jax_gene_6317
KLHL7,es_20200604084213268361,7,55975,55975,es_20200422170644358248,esl_20200604084213268361,jax_gene_55975
KDR,es_20200604084213268388,4,3791,3791,es_20200422180116391848,esl_20200604084213268388,jax_gene_3791
POLD3,es_20200604084213268416,11,10714,10714,es_20200422170637323427,esl_20200604084213268416,jax_gene_10714
VCL,es_20200604084213268442,10,7414,7414,es_20200422170640629596,esl_20200604084213268442,jax_gene_7414
PIM2,es_20200604084213268471,X,11040,11040,es_20200422170639716331,esl_20200604084213268471,jax_gene_11040
CTAG1B,es_20200604084213268494,X,1485,1485,es_20200422170645280400,esl_20200604084213268494,jax_gene_1485
FGF1,es_20200604084213268524,5,2246,2246,es_20200422170642375644,esl_20200604084213268524,jax_gene_2246
SHTN1,es_20200604084213268559,10,57698,57698,es_20200422170652985498,esl_20200604084213268559,jax_gene_57698
IGLL5,es_20200604084213268585,22,100423062,100423062,es_20200422170646506213,esl_20200604084213268585,jax_gene_100423062
IGHV4-34,es_20200604084213268612,14,28395,28395,es_20200422170654277166,esl_20200604084213268612,jax_gene_28395
ETV4,es_20200604084213268637,17,2118,2118,es_20200422170701124287,esl_20200604084213268637,jax_gene_2118
PARP6,es_20200604084213268664,15,56965,56965,es_20200422170700020538,esl_20200604084213268664,jax_gene_56965
CCNB3,es_20200604084213268692,X,85417,85417,es_20200422180113040192,esl_20200604084213268692,jax_gene_85417
ACTL6A,es_20200604084213268715,3,86,86,es_20200422170704064271,esl_20200604084213268715,jax_gene_86
ANXA1,es_20200604084213268743,9,301,301,es_20200422170705997660,esl_20200604084213268743,jax_gene_301
NCOR1,es_20200604084213268768,17,9611,9611,es_20200422170708717305,esl_20200604084213268768,jax_gene_9611
CHD4,es_20200604084213268796,12,1108,1108,es_20200422170714504287,esl_20200604084213268796,jax_gene_1108
STAG3,es_20200604084213268823,7,10734,10734,es_20200422170710532939,esl_20200604084213268823,jax_gene_10734
ITPR2,es_20200604084213268846,12,3709,3709,es_20200422170706926833,esl_20200604084213268846,jax_gene_3709
